"Date","Latitude","Longitude","Mixed-layer Temperature","Mixed-layer Salinity","Bottom Temperature","Bottom Dissolved Oxygen"
2013-06-12,26.829,-83.859,27.8640333333333,36.1848333333333,20.0876,5.46486
2013-06-12,26.654,-83.752,27.846675,36.168925,20.6295,5.97936
2013-06-12,26.619,-83.744,27.7133,36.1839,20.4604,5.81369
2013-06-13,26.308,-83.811,27.938,36.2458,19.9136,5.20429
2013-06-13,26.31,-83.641,27.512275,36.185375,20.5971,5.89726
2013-06-13,26.07,-83.575,27.2433,36.2625428571429,21.2273,6.34545
2013-06-13,26.013,-83.596,27.305,36.2765166666667,20.8868,6.1984
2013-06-13,25.881,-83.616,27.74734,36.12758,20.7701,6.0587
2013-06-13,25.868,-83.684,28.1849428571429,36.1324285714286,20.6441,6.02771
2013-06-13,25.636,-83.664,28.709325,36.1552,19.9487,5.35944
2013-06-13,25.332,-83.605,28.915625,36.12405,20.9694,6.2954
2013-06-13,25.325,-83.421,28.64725,36.2136,20.7613,6.1339
2013-06-14,25.159,-83.449,28.0840333333333,36.1445333333333,20.9065,6.26126
2013-06-15,25.018,-82.073,28.2611833333333,36.1746,27.8101,6.52888
2013-06-15,25.158,-82.508,27.892225,36.043225,21.2205,7.46888
2013-06-15,25.197,-82.655,28.3093666666667,35.971,20.4913,7.31178
2013-06-15,25.175,-82.733,27.9663,35.9786,20.2418,6.32488
2013-06-15,25.046,-83.159,28.1219,35.9955,20.24,5.86881
2013-06-15,25.259,-83.217,27.970775,36.197275,21.2058,6.48425
2013-06-15,25.315,-83.225,28.79495,36.2335,21.2518,6.37809
2013-06-15,25.521,-83.183,28.2358333333333,36.2413,21.1259,6.55718
2013-06-16,25.862,-82.947,28.85395,35.95405,20.311,5.32473
2013-06-16,26.068,-83.136,28.629,36.07405,20.3374,6.40064
2013-06-16,26.172,-83.054,28.4354666666667,35.9780333333333,20.2814,6.036
2013-06-16,26.343,-83.027,28.0544,36.0069,20.2539,5.28427
2013-06-16,26.393,-83.292,27.72892,36.0103,20.1103,6.06021
2013-06-16,26.756,-83.361,28.135925,36.25655,20.2731,5.66063
2013-06-16,26.909,-83.286,27.861475,35.992225,20.3509,6.27386
2013-06-16,26.972,-83.385,27.677475,36.130325,20.2346,6.28301
2013-06-16,27.357,-83.003,28.937,36.00265,24.9845,6.2576
2013-06-18,27.157,-82.923,29.2779,36.050775,27.7719,6.35976
2013-06-18,27.105,-82.927,29.8759,36.0419,23.1641,6.37828
2013-06-19,26.895,-82.644,28.95432,35.95559,27.0818,6.15126
2013-06-19,26.674,-82.586,28.74912,35.9668,27.0945,6.37988
2013-06-19,26.419,-82.448,28.99373,35.95813,27.5518,6.49912
2013-06-19,26.354,-82.289,29.1616615384615,35.9310846153846,29.1553,6.12801
2013-06-19,26.332,-82.074,29.6239166666667,35.6083166666667,29.5122,6.10699
2013-06-19,26.133,-82.141,29.816075,36.017075,29.1452,6.31743
2013-06-19,26.043,-82.006,30.26015,35.9218,29.5532,6.6118
2013-06-19,25.977,-82.054,29.3982333333333,35.9441,29.1485,6.51077
2013-06-19,25.723,-82.21,30.1553333333333,36.0624333333333,27.5065,6.58446
2013-06-20,25.106,-81.873,28.9452769230769,36.1797615384615,28.8511,6.36389
2013-06-20,25.133,-82.065,28.7025181818182,36.1363727272727,28.5689,6.34205
2013-06-20,25.29,-82.35,28.906475,36.135825,26.341,7.06542
2013-06-20,25.37,-82.754,28.8602,35.8902625,20.3293,5.24028
2013-06-20,25.627,-82.4,28.989375,36.099075,25.1184,7.78067
2013-06-20,25.644,-82.666,29.107275,36.0297,21.5654,7.34303
2013-06-20,25.727,-82.639,29.2719666666667,36.0351666666667,21.5494,7.03276
2013-06-21,26.105,-82.286,29.3297625,36.00995,27.768,6.07286
2013-06-21,26.036,-82.569,29.01732,35.85306,24.341,7.7272
2013-06-21,26.351,-82.726,29.1450875,36.1953875,26.4991,6.56519
2013-06-21,26.644,-82.902,29.2483875,36.17215,21.5207,6.07977
2013-06-21,26.8,-83.082,28.7078,35.99935,20.7344,6.19587
2013-06-21,26.897,-82.821,29.1575625,36.109,21.7004,6.0549
2013-06-21,26.953,-82.979,29.3423,36.0513833333333,21.1659,5.6388
2013-06-21,27.407,-83.28,29.27744,36.04136,21.6047,6.50864
2013-06-21,27.476,-83.244,29.38695,36.0084,22.099,6.12659
2013-06-22,27.62,-83.546,28.6551,35.9832,20.5615,5.81362
2013-06-22,27.811,-83.504,28.95118,35.94858,21.9411,6.33081
2013-06-22,27.677,-83.126,29.3638545454545,36.1028636363636,27.1113,6.03559
2013-06-22,27.755,-83.132,29.4307375,36.1074875,27.4815,6.14971
2013-06-22,28.143,-82.974,29.9070166666667,35.8059333333333,29.8833,6.38255
2013-06-22,28.375,-83.437,28.7897666666667,35.9482166666667,27.0526,6.36943
2013-06-23,28.141,-83.673,28.71425,35.9657875,22.5318,6.29299
2013-06-23,28.985,-83.731,28.4554,35.88319,27.0434,6.36458
2013-06-23,28.966,-83.809,28.5329,35.4568,26.3985,6.16058
2013-06-23,28.84,-83.907,28.4156444444444,35.7813111111111,25.5596,6.27219
2013-06-23,28.69,-84.1,28.426025,35.426075,22.0329,6.06002
2013-06-23,28.886,-84.327,28.4248571428571,35.2129571428571,22.0346,5.98548
2013-06-23,29.359,-84.16,29.1466,34.584375,25.6962,6.38134
2013-06-24,29.458,-83.733,29.3932,34.2446666666667,28.6128,6.29804
2013-06-24,29.831,-83.792,29.569325,32.861,29.5709,6.27624
2012-06-09,28.881,-84.437,26.5046882352941,36.3383764705882,24.7121,6.82413
2012-06-11,26.5,-83.372,27.50545,36.2911,23.2463,6.83694
2012-06-11,26.561,-83.272,27.4608285714286,36.2949142857143,23.6228,6.69359
2012-06-11,26.487,-83.166,27.4508142857143,36.2953285714286,23.7527,6.84827
2012-06-11,26.275,-83.23,27.6019583333333,36.2864083333333,23.509,6.80514
2012-06-11,26.091,-83.144,27.6052272727273,36.3492818181818,23.8289,6.80889
2012-06-11,26.222,-83.385,27.708,36.2533857142857,23.9054,7.02201
2012-06-11,26.171,-83.419,28.079875,36.255175,23.9817,6.86733
2012-06-11,26.172,-83.504,27.89044,36.2031,22.9775,6.89529
2012-06-11,26.103,-83.635,28.2566666666667,36.1897,21.9557,6.60129
2012-06-12,25.903,-83.632,28.36346,36.18694,21.6986,6.44655
2012-06-12,25.886,-83.628,28.370525,36.17985,21.9204,6.55264
2012-06-12,25.801,-83.29,28.01414,36.33172,22.3675,6.57671
2012-06-12,25.477,-83.707,28.0261916666667,36.229075,20.5559,5.58965
2012-06-13,25.005,-83.126,28.4661909090909,36.1864181818182,23.0018,6.66117
2012-06-14,25.078,-82.022,29.3668333333333,36.3734833333333,28.8045,6.40217
2012-06-14,25.046,-81.789,29.6562111111111,36.2802444444444,29.5172,6.47294
2012-06-14,25.088,-82.2,28.78184,36.59934,27.7528,6.4417
2012-06-14,25.025,-82.276,28.6668384615385,36.6317923076923,27.4834,6.39598
2012-06-14,25.153,-82.422,28.5701142857143,36.5973571428571,26.7864,6.50139
2012-06-14,25.113,-82.782,28.53428,36.39759,24.5988,6.78909
2012-06-14,25.205,-82.837,28.53899,36.4173,24.7485,6.84806
2012-06-14,25.27,-82.547,29.035825,36.54125,26.455,6.59373
2012-06-14,25.336,-82.577,28.787125,36.5309125,26.3666,6.55748
2012-06-15,25.364,-82.136,29.4306833333333,36.5675166666667,28.5833,6.61246
2012-06-15,25.366,-82.061,29.4673428571429,36.5090285714286,29.0092,6.40101
2012-06-15,25.357,-81.902,29.6285857142857,36.3969428571429,29.619,6.61831
2012-06-15,25.408,-81.818,29.81206,36.31948,29.8131,6.61023
2012-06-15,25.422,-81.66,30.1655142857143,36.4224571428571,30.1585,6.07325
2012-06-15,25.349,-81.593,30.0370428571429,36.1947714285714,30.0378,6.11561
2012-06-15,25.477,-81.608,30.199475,36.443325,30.1997,5.93781
2012-06-15,25.532,-81.852,29.6161777777778,36.3330111111111,29.6006,6.35627
2012-06-15,25.553,-82.38,29.1395833333333,36.64065,26.9735,6.53826
2012-06-15,25.609,-82.525,28.98066,36.51236,26.3789,6.88197
2012-06-15,25.667,-82.696,28.9691,36.50688,25.4044,6.82283
2012-06-16,25.935,-82.791,28.4705125,36.5139375,25.0251,7.01943
2012-06-16,26.034,-82.186,29.34684,36.58867,29.3478,6.10744
2012-06-16,26.047,-81.93,29.7116571428571,36.5569285714286,29.7216,6.24317
2012-06-16,26.304,-81.964,29.6322833333333,36.70175,29.6355,6.12076
2012-06-16,26.512,-82.322,29.2709625,36.3675125,29.1969,6.30643
2012-06-16,26.452,-82.645,28.90685,36.3735333333333,28.4962,6.36878
2012-06-16,26.327,-82.831,28.6664,36.49986,26.1602,6.88631
2012-06-16,26.521,-82.536,28.9286111111111,36.2213444444444,28.7154,6.3855
2012-06-17,26.686,-82.395,29.2371,36.4316857142857,29.2427,6.17322
2012-06-17,26.903,-82.61,28.5059090909091,36.1035363636364,28.5077,6.30536
2012-06-18,27.682,-82.945,29.0773166666667,35.88115,28.9569,6.44379
2012-06-19,27.336,-82.743,28.6152142857143,36.1332428571429,28.6184,6.31717
2012-06-19,27.215,-82.623,28.53006,36.05642,28.5306,6.25971
2012-06-19,27.28,-82.83,28.1547272727273,36.1775181818182,28.1561,6.27804
2012-06-19,27.35,-82.812,28.22955,36.1805875,28.2318,6.22422
2012-06-19,27.359,-82.957,28.0481,36.2019428571429,28.0544,6.31687
2012-06-19,27.016,-83.148,27.5838916666667,36.3278083333333,27.449,6.34608
2012-06-19,26.738,-83.231,27.599615,36.35564,24.4793,6.85699
2012-06-19,26.981,-83.392,27.529955,36.33651,24.3058,6.90328
2012-06-19,27.014,-83.436,27.4220666666667,36.3346,24.3529,6.83804
2012-06-20,27.082,-83.432,27.2384095238095,36.3089428571429,24.6387,6.85962
2012-06-20,27.128,-83.589,27.22298125,36.1815625,24.0421,6.92602
2012-06-28,27.472,-83.258,27.46897,36.24359,27.1541,6.05695
2012-06-28,27.682,-83.49,27.0868333333333,36.2249380952381,26.9979,6.11169
2012-06-28,27.136,-83.67,26.9146083333333,35.9045416666667,25.3754,6.41388
2012-06-28,27.04,-83.681,27.0643,35.7817,24.3223,6.48379
2012-06-29,27.996,-83.728,27.0125818181818,36.0228636363636,26.728,6.06291
2012-06-29,27.994,-83.669,27.1173833333333,36.0480166666667,26.8606,6.12717
2012-06-29,27.902,-83.64,27.1237538461538,36.1044923076923,26.8933,6.01909
2012-06-29,27.813,-83.296,27.7547090909091,36.0690909090909,27.4174,5.58881
2012-06-29,27.879,-83.219,27.7561,36.03895,27.3615,5.70758
2012-06-29,28.043,-83.284,28.1685333333333,35.9634,27.2263,6.04255
2012-06-29,28.272,-83.255,28.1242,35.798075,27.1389,6.13426
2012-06-29,28.384,-83.268,28.35125,35.804775,27.2301,6.28722
2012-06-30,28.232,-83.557,27.6732875,36.1690375,27.0543,6.04363
2012-06-30,28.474,-83.617,27.5260357142857,36.0622071428571,27.0992,5.97647
2012-06-30,28.304,-83.65,27.4800545454545,36.0853363636364,27.0926,5.81882
2012-06-30,28.236,-83.786,27.4165857142857,36.0708714285714,27.0026,5.92623
2012-06-30,28.157,-83.868,27.3738785714286,36.0682,26.8565,5.94906
2012-06-30,28.184,-84.005,27.27794,36.00877,26.6302,6.18147
2012-07-01,28.67,-84.161,27.418,36.0718777777778,26.7043,6.0554
2012-07-01,28.745,-84.181,27.52868,36.07511,26.7448,5.94505
2012-07-01,28.646,-83.889,27.564425,36.1020833333333,26.9518,5.91024
2012-07-01,28.593,-83.888,27.6072916666667,36.129025,26.9685,5.83593
2012-07-01,28.507,-83.776,27.63443,36.11749,27.0108,6.06227
2012-07-01,28.719,-83.589,27.9029,35.9456833333333,27.4934,6.41046
2012-07-02,29.066,-83.477,28.05168,34.68034,27.586,6.70579
2012-07-02,29.323,-83.552,27.92245,34.19905,27.9054,4.01697
2012-07-02,29.343,-83.763,27.76742,35.14724,27.4973,6.06693
2012-07-02,29.319,-84.001,28.0302,33.4683,27.2471,6.00985
2012-07-02,29.24,-83.914,27.722,34.8059666666667,27.4343,6.28052
2012-07-02,29.181,-83.919,27.656575,35.16705,27.273,6.03025
2012-07-02,29.087,-84.066,27.69804,35.84481,27.1054,5.93957
2012-07-02,28.973,-84.224,27.8505571428571,36.0192,26.9363,5.97843
2012-07-02,29.229,-84.205,28.04204,35.88238,27.1906,6.19815
2012-07-03,29.179,-84.643,28.3468333333333,35.4127,26.6799,6.12213
2012-07-03,29.333,-84.656,28.2722,35.0130666666667,26.7892,5.8826
2012-07-03,29.73,-83.922,28.074075,34.533075,27.3857,5.87637
2012-07-03,29.751,-84.175,27.7329125,34.9557,27.6946,3.59795
2012-07-03,29.619,-84.668,27.63905,35.6823333333333,27.1971,6.10207
2012-07-03,29.561,-84.87,27.7719,34.8444,27.332,6.24894
2012-07-04,29.866,-85.479,28.61135,34.7125,28.0783,6.27044
2013-10-10,29.012,-84.732,27.8927863636364,35.381,26.952,5.2047
2013-10-10,29.124,-84.451,28.0788666666667,35.4648066666667,28.0116,6.0049
2013-10-10,28.931,-84.378,27.9726388888889,35.3102388888889,27.8914,6.0807
2013-10-11,27.749,-84.013,27.9811944444444,35.7401055555556,20.1718,3.3837
2013-10-11,27.534,-84.093,27.912025,35.414575,20.9751,4.2112
2013-10-12,27.045,-83.59,27.76419,35.65813,20.5697,4.0501
2013-10-12,26.869,-83.253,28.3456,35.8531870967742,21.734,2.3873
2013-10-12,26.653,-83.382,28.176484,35.884896,20.1313,3.1752
2013-10-12,26.129,-83.73,28.19506,35.863255,20.7594,4.6695
2013-10-12,26.077,-83.39,28.2133125,35.87989375,21.5756,5.0679
2013-10-12,26.025,-83.198,28.3326333333333,35.892075,19.6787,4.1749
2013-10-12,26.301,-82.984,28.316375,35.8600625,24.9593,5.4584
2013-10-13,25.665,-83.111,28.7034434782609,35.9255782608696,19.3832,2.7772
2013-10-13,25.43,-83.266,28.55973,35.84598,20.0171,4.2665
2013-10-13,25.426,-83.655,28.003975862069,36.2306068965517,21.2537,4.7906
2013-10-13,25.296,-83.49,27.995848,36.129812,21.7966,5.0863
2013-10-14,25.098,-83.196,28.3495285714286,35.8017,21.3617,4.9034
2013-10-14,25.087,-82.878,28.7684870967742,35.9088032258065,26.1442,5.8708
2013-10-14,25.021,-82.204,28.7886,35.8900944444444,28.7852,5.9787
2013-10-14,25.271,-81.693,28.6435714285714,36.0305714285714,28.6107,6.2349
2013-10-14,25.286,-82.144,28.8287111111111,35.9701388888889,28.7682,6.1673
2013-10-14,25.161,-82.258,28.8625545454545,35.8773,28.8167,6.077
2013-10-15,25.176,-82.416,28.7389608695652,35.7542826086957,28.7045,5.9245
2013-10-15,25.31,-82.764,28.6919724137931,35.9290620689655,25.4186,5.8609
2013-10-15,25.602,-82.635,28.5004272727273,35.8843,28.3181,6.103
2013-10-15,25.834,-82.256,28.5242894736842,36.0272,28.5295,6.0146
2013-10-15,26.325,-81.932,27.84975,33.9011,27.7617,5.932
2013-10-15,26.331,-81.947,27.76015,33.82775,27.9259,6.0419
2013-10-15,26.394,-82.164,28.2065,33.9368333333333,27.8042,5.9795
2013-10-15,26.461,-82.229,27.7974,33.9779,27.6636,6.2064
2013-10-15,26.432,-82.411,28.0014833333333,34.2893666666667,28.6477,5.0911
2013-10-16,26.604,-82.422,27.5650181818182,33.9377727272727,28.7039,4.1388
2013-10-16,26.707,-82.738,27.4227666666667,34.0852666666667,28.2961,5.667
2013-10-16,27.007,-82.692,27.73224375,35.16975,27.8539,5.8319
2013-10-16,27.195,-82.71,27.1141181818182,34.8408909090909,27.5905,5.8784
2013-10-16,27.441,-82.783,27.4025,34.2473428571429,27.6838,5.7948
2013-10-16,27.469,-82.785,27.3686,34.21396,27.7261,5.8236
2013-10-16,27.847,-82.924,26.8571666666667,33.6900666666667,26.6158,6.6831
2013-10-16,28.071,-83.259,28.174725,35.049275,27.6202,6.1879
2013-10-17,28.452,-82.925,26.3255333333333,33.8334,26.3266,6.3285
2013-10-17,28.597,-83.425,27.3206157894737,35.2510736842105,27.3257,6.0479
2013-10-17,28.567,-83.538,27.527485,35.480795,27.5388,6.0478
2013-10-17,28.674,-83.566,27.392565,35.50365,27.3931,5.9975
2013-10-17,29.055,-83.536,25.9184,32.73504,27.6143,5.1761
2013-10-17,28.974,-83.944,27.6860111111111,35.7994555555556,27.4992,6.1847
2013-10-17,29.145,-83.923,26.7760454545455,34.4443909090909,27.0203,5.8034
2013-10-18,29.398,-84.304,27.622525,35.09728125,27.5747,6.0243
2013-10-18,29.622,-84.068,27.2452,33.7211,27.1678,5.5339
2013-10-18,29.777,-84.467,26.2599,31.4079,26.5318,5.9815
2013-10-18,29.71,-84.487,26.4584,32.5831,26.8483,5.9693
2013-10-18,30.065,-85.923,26.83824,33.8746,27.2556,6.2553
2013-10-19,30.126,-85.922,26.59765,32.8247,27.1855,6.2447
2011-06-09,30.194,-85.951,28.472,30.8472333333333,23.6063,5.70762
2011-06-09,29.445,-85.284,28.5469142857143,35.5789714285714,24.7401,6.84604
2011-06-10,28.964,-84.726,28.5089142857143,35.8450285714286,20.6274,6.01714
2011-06-10,28.876,-84.656,28.3862333333333,35.926,20.3955,6.61469
2011-06-10,28.894,-84.509,27.895525,36.2332916666667,21.9721,6.94639
2011-06-10,28.902,-84.278,28.2713272727273,36.0377636363636,23.9708,4.99454
2011-06-10,28.864,-84.261,28.1523909090909,36.2519181818182,21.9707,5.2505
2011-06-10,28.696,-84.125,27.2650625,36.344225,21.6595,5.94226
2011-06-10,28.756,-84.046,27.888425,36.183275,22.74,5.89996
2011-06-10,28.683,-84.003,28.159725,36.309025,24.2125,4.94683
2011-06-10,28.547,-84.027,28.8411,36.34295,22.014,6.71535
2011-06-10,28.468,-84.111,27.6646818181818,36.2891818181818,20.7621,6.34117
2011-06-11,28.436,-84.032,27.3550375,36.4061,21.484,6.26617
2011-06-11,28.37,-83.837,28.2273,36.3892666666667,22.544,5.69914
2011-06-11,28.332,-83.987,27.4440666666667,36.37925,21.4565,6.20638
2011-06-11,28.31,-84.007,27.2128923076923,36.3694538461538,21.4497,6.42605
2011-06-11,28.144,-84.064,27.3148,36.411725,20.9444,6.85604
2011-06-11,28.24,-83.968,27.3445647058824,36.3419117647059,21.5744,6.34572
2011-06-11,28.203,-83.878,27.3241642857143,36.3466857142857,21.9658,6.05243
2011-06-11,28.044,-83.806,27.1484444444444,36.37755,21.8041,6.52602
2011-06-11,28.021,-83.639,27.7396,36.274775,21.9921,4.63872
2011-06-11,28.012,-83.544,27.60545,36.3445333333333,23.1552,4.84324
2011-06-11,27.886,-83.411,27.73559,36.32826,23.5444,3.82971
2011-06-11,27.624,-83.376,28.4609,36.4161333333333,22.2855,4.13158
2011-06-12,27.529,-83.291,27.6430666666667,36.3668833333333,22.3689,4.8112
2011-06-12,27.483,-83.269,27.5009714285714,36.3548,22.1119,5.61771
2011-06-12,27.381,-83.136,27.6912333333333,36.3782666666667,24.322,6.32844
2011-06-12,26.885,-83.27,27.51625,36.4006222222222,21.2804,6.85291
2011-06-12,26.86,-83.216,27.41407,36.40577,20.9071,6.61786
2011-06-12,26.772,-83.281,27.2448263157895,36.3312263157895,20.7737,6.64262
2011-06-12,26.688,-83.734,27.7306,36.4317222222222,20.333,6.72718
2011-06-12,26.527,-83.815,28.4223,36.4896,19.5749,6.24809
2011-06-12,26.498,-83.612,27.981225,36.452725,20.2609,6.85724
2011-06-12,26.332,-83.565,28.8136666666667,36.4966666666667,20.3454,6.80851
2011-06-13,26.257,-83.804,27.9702363636364,36.4919454545455,18.4336,5.49485
2011-06-13,25.998,-83.643,28.699925,36.518525,20.2489,6.57466
2011-06-13,26.024,-83.587,28.1817142857143,36.4423714285714,20.7452,6.81633
2011-06-13,25.949,-83.476,28.1113214285714,36.4552285714286,20.977,6.91454
2011-06-13,25.856,-83.604,28.1860875,36.47025,20.1769,6.56027
2011-06-13,25.79,-83.348,28.634025,36.4579,21.2929,7.1177
2011-06-13,25.542,-83.457,28.6953,36.4516333333333,20.9391,7.08193
2011-06-13,25.505,-83.208,28.8430333333333,36.5488,21.0645,7.24928
2011-06-13,25.235,-83.344,28.43325,36.46725,21.2565,7.25095
2011-06-13,25.197,-83.412,28.43024,36.47082,21.2731,7.19211
2011-06-14,25.14,-82.797,29.3522,36.5613,23.8144,7.11289
2011-06-14,25.025,-82.71,29.20105,36.46575,24.5434,6.921
2011-06-15,25.139,-81.75,29.1216636363636,36.2460818181818,29.1208,6.34427
2011-06-15,25.101,-81.574,29.2454625,36.40475,29.2158,6.25878
2011-06-15,25.213,-81.674,29.5544142857143,36.2449142857143,29.3405,6.44785
2011-06-15,25.358,-81.726,29.535775,36.336025,29.4714,6.52503
2011-06-15,25.398,-81.962,28.9140733333333,36.4633866666667,28.8733,6.52416
2011-06-16,25.198,-82.509,28.5993125,36.642275,25.8628,7.15335
2011-06-16,25.503,-82.551,28.4519684210526,36.6253736842105,26.1406,7.63787
2011-06-16,25.649,-82.654,28.32627,36.563525,26.3064,7.87185
2011-06-16,25.841,-82.649,28.3563823529412,36.5523411764706,24.5609,7.76887
2011-06-16,25.754,-82.08,28.8051,36.5955666666667,28.4865,6.53653
2011-06-16,25.902,-82.035,29.655375,36.466575,28.8427,6.72103
2011-06-16,26.099,-82.022,29.984525,36.4301,29.3994,6.97841
2011-06-17,26.405,-82.321,29.3978272727273,36.2256181818182,29.2881,6.34619
2011-06-17,26.488,-82.62,28.9870285714286,36.4089142857143,26.4954,7.04362
2011-06-17,26.435,-82.928,28.6232642857143,36.5591642857143,22.4073,6.97677
2011-06-17,26.607,-83.024,28.5418538461538,36.5256846153846,21.7477,6.7242
2011-06-17,26.852,-83.002,28.4808571428571,36.4637928571429,21.601,6.38475
2011-06-17,26.769,-82.781,28.6792545454545,36.5259272727273,25.0943,6.71191
2011-06-17,26.671,-82.646,28.925375,36.4737125,27.0238,6.90918
2011-06-17,26.69,-82.556,28.90154,36.36654,28.2751,6.95368
2011-06-17,26.972,-82.513,30.02005,36.3146,29.1191,6.55593
2011-06-17,27.087,-82.623,29.64035,36.3273333333333,28.643,6.63287
2011-06-18,27.013,-82.881,29.263675,36.4477,24.5209,6.43883
2011-06-18,27.19,-83.026,29.27544,36.45374,26.1668,6.68433
2011-06-18,27.325,-82.975,29.36318,36.0603,27.0407,6.39174
2011-06-18,27.385,-82.96,29.2586333333333,36.0142166666667,27.9044,6.49688
2011-06-19,28.223,-82.992,30.1771111111111,35.1874111111111,30.1634,6.52985
2011-06-20,27.631,-83.14,29.5697125,36.0727875,27.2249,6.2447
2011-06-21,27.528,-83.597,29.7642,36.4718333333333,21.0839,5.1509
2011-06-21,27.329,-83.698,29.533325,36.4263,21.3631,7.17178
2011-06-21,27.44,-83.849,29.7935666666667,36.5145166666667,20.9654,7.22215
2011-06-21,27.27,-83.982,29.4329666666667,36.5542,19.8148,6.39891
2011-06-21,27.591,-83.946,29.0998571428571,36.5277714285714,20.6388,7.1713
